distance_km,order_hour,order_day_of_week,order_month,is_weekend,is_peak_hour,pickup_wait_min,Delivery_person_Age,Delivery_person_Ratings,multiple_deliveries,Vehicle_condition,traffic_encoded,weather_encoded,city_encoded,vehicle_encoded,order_type_encoded,festival_encoded,Time_taken (min)
7.66133113422064,21,3,3,0,1,15.0,39,4.8,1,1,4,6,2,1,2,0,28
6.175516093406556,12,1,2,0,1,5.0,25,4.8,1,1,3,3,1,2,3,0,19
12.209856560906877,23,4,2,0,0,15.0,37,4.6,2,0,1,4,1,1,0,1,42
1.5526813140975844,10,1,3,0,0,5.0,24,5.0,1,0,1,4,2,1,1,0,23
16.902806732498597,21,2,3,0,1,15.0,25,4.2,1,0,4,6,2,1,2,0,39
1.5093577696342253,10,4,4,0,0,10.0,32,4.6,1,2,1,6,2,1,1,0,25
10.416963824321542,23,2,2,0,0,5.0,34,4.7,0,1,1,5,2,2,1,0,15
3.0251186390180176,8,4,3,0,0,15.0,38,4.9,1,2,1,2,1,2,1,0,15
13.407092693002163,17,0,3,0,0,5.0,36,4.8,0,2,2,1,2,0,0,0,15
16.721976048741656,20,4,3,0,1,15.0,25,5.0,1,1,4,6,2,1,2,0,15
7.772343594464188,22,4,4,0,1,5.0,29,5.0,0,0,1,1,2,1,1,0,18
13.773737657079213,23,0,4,0,0,10.0,36,4.7,0,2,1,5,2,0,1,0,29
7.790158927085036,23,4,3,0,0,5.0,33,4.7,0,0,1,4,2,1,3,0,20
6.217834398579603,12,6,3,1,1,15.0,36,4.4,1,2,3,2,2,2,2,0,39
16.852834881459735,23,4,3,0,0,15.0,21,4.8,0,0,1,3,2,1,3,0,19
4.610035602261126,23,5,3,1,0,15.0,25,4.8,1,1,1,2,1,2,3,0,19
19.87987067737402,22,2,3,0,1,10.0,23,4.8,0,0,1,3,2,1,2,0,17
1.5580833985943423,10,1,3,0,0,15.0,25,4.6,1,2,1,6,1,1,3,0,15
3.0253327061731827,8,1,3,0,0,15.0,24,4.3,0,0,1,5,1,1,2,0,19
13.971948960174704,21,4,3,0,1,15.0,27,4.6,1,0,4,5,2,1,0,0,29
16.830905551931515,22,4,3,0,1,5.0,23,4.8,1,2,1,2,1,2,3,0,22
20.20779793335838,20,2,3,0,1,10.0,21,4.3,0,1,4,4,2,2,1,0,42
3.040641621538215,10,1,3,0,0,15.0,27,4.7,0,2,1,5,1,2,3,0,12
20.253785359470154,20,1,3,0,1,10.0,32,4.2,1,1,4,2,2,1,3,0,38
16.721296009802852,23,3,3,0,0,15.0,25,4.6,1,0,1,1,2,1,1,0,23
2.984550789786577,10,4,2,0,0,15.0,39,4.7,0,1,1,2,2,2,2,0,15
12.161450531436996,23,0,3,0,0,5.0,27,4.6,1,0,1,1,2,1,3,0,24
16.822155609316784,19,2,3,0,1,5.0,39,3.8,0,1,4,3,2,1,1,0,37
7.762556904358387,22,1,3,0,1,10.0,31,4.8,0,1,1,5,2,2,3,0,24
9.055855161965688,23,1,3,0,0,5.0,31,4.8,0,2,1,1,2,0,0,0,13
1.5545816630915406,9,2,3,0,0,15.0,20,4.8,0,0,1,2,2,1,1,0,16
12.074047498027545,18,2,3,0,1,10.0,36,4.9,1,0,2,2,1,1,1,0,42
13.58037387628081,22,6,3,1,1,10.0,20,4.9,1,0,1,5,2,1,2,0,17
4.469620875558469,20,6,4,1,1,15.0,24,4.6,0,0,4,2,2,1,1,0,25
16.65983831917015,19,5,4,1,1,10.0,30,4.7,0,3,1,4,2,0,3,0,25
16.634870118211385,18,1,3,0,1,5.0,39,4.2,0,1,2,4,2,2,3,0,39
6.232139486668676,14,3,3,0,1,10.0,37,4.8,0,2,3,1,2,2,2,0,18
6.209021101535329,16,3,3,0,0,10.0,32,4.9,1,2,2,5,2,1,1,0,28
7.460830127736771,22,1,2,0,1,15.0,22,4.5,1,1,1,5,2,2,1,0,18
20.253785359470154,19,4,3,0,1,10.0,23,4.9,0,1,1,3,2,2,2,0,18
16.60097570059501,21,1,3,0,1,10.0,33,4.7,1,1,4,4,2,2,3,0,49
4.5403213728916425,23,3,2,0,0,10.0,23,4.7,0,0,1,1,2,1,1,0,15
12.421212735966272,23,3,3,0,0,5.0,27,4.6,1,0,1,1,2,1,1,0,21
6.118711846690412,14,1,3,0,1,15.0,34,4.7,0,2,3,1,2,2,3,0,23
1.5204319479995732,10,6,4,1,0,10.0,26,5.0,1,2,1,4,1,2,2,0,11
9.087972744660556,21,3,3,0,1,15.0,31,4.6,0,0,4,2,2,1,3,0,25
3.064487105761538,8,0,3,0,0,5.0,32,4.9,0,2,1,4,2,1,3,0,18
3.025144329113472,9,2,3,0,0,5.0,27,4.7,0,1,1,2,2,1,0,0,14
13.97320677313832,17,5,3,1,0,15.0,21,4.9,2,0,2,3,2,1,1,0,36
7.7631027847272,23,3,3,0,0,5.0,28,4.8,1,1,1,4,2,1,1,0,18
8.007499665635176,16,2,3,0,0,15.0,24,4.9,1,1,2,4,1,2,2,0,17
1.5368503798527686,8,5,3,1,0,10.0,33,4.4,1,0,1,5,2,1,3,0,28
13.973177561576211,20,4,3,0,1,15.0,20,4.6,0,0,4,4,2,1,0,1,44
9.34840352266177,23,6,3,1,0,15.0,31,4.3,1,0,1,3,2,1,3,0,20
4.596576884052145,19,2,3,0,1,10.0,30,4.7,0,2,1,6,2,2,3,0,19
10.602467987619454,19,3,3,0,1,10.0,36,5.0,1,1,4,4,2,1,3,0,35
17.076258901182708,21,2,3,0,1,10.0,31,4.2,1,0,4,5,2,1,2,0,50
9.22083460710919,21,3,3,0,1,5.0,39,4.1,1,1,4,6,2,2,2,0,34
12.161605446009546,19,5,3,1,1,15.0,29,4.6,1,2,4,1,2,0,2,0,17
6.08088296759392,14,3,3,0,1,10.0,29,4.6,0,1,3,5,1,2,3,0,23
4.674143698976654,18,2,3,0,1,10.0,37,4.9,1,0,2,4,2,1,0,0,27
8.007499665635176,12,3,3,0,1,10.0,33,4.7,0,0,3,2,1,1,3,0,26
10.709003371535461,23,4,3,0,0,10.0,31,3.9,1,1,1,2,2,2,0,0,35
8.007499665635176,12,5,3,1,1,5.0,37,4.6,1,0,3,3,1,1,1,0,41
9.314884732862103,23,0,3,0,0,10.0,26,4.4,0,0,1,5,2,1,0,0,23
17.137482577838096,17,4,3,0,0,10.0,24,4.6,0,0,2,6,2,1,3,0,30
8.007499665635176,10,6,4,1,0,10.0,23,4.8,1,1,1,3,2,2,0,0,19
8.007499665635176,9,4,3,0,0,15.0,36,4.9,1,1,1,3,2,2,0,0,27
6.218002348694166,12,4,4,0,1,15.0,39,4.8,1,0,3,2,2,1,3,0,28
12.463883024166929,17,6,3,1,0,10.0,20,4.7,1,0,2,5,2,1,1,0,24
20.2065815105083,19,3,3,0,1,15.0,20,5.0,1,0,4,2,1,1,2,0,36
9.081116432460675,23,6,2,1,0,5.0,29,4.3,0,0,1,5,2,1,0,0,28
17.138077427627362,18,1,3,0,1,5.0,36,4.8,1,2,2,4,1,1,1,0,31
13.631343698143361,20,2,3,0,1,5.0,36,4.0,3,0,4,1,2,1,2,0,44
12.074063090453254,22,0,3,0,1,15.0,22,4.8,1,1,1,3,2,2,1,0,15
10.72326417216742,17,3,3,0,0,5.0,38,4.4,1,0,2,3,2,1,0,0,33
7.600994631258499,19,3,3,0,1,15.0,39,4.9,0,0,4,4,2,1,0,0,30
7.562982485199944,18,0,3,0,1,10.0,24,4.9,1,1,2,6,2,2,3,0,22
8.007499665635176,23,0,4,0,0,10.0,30,4.1,0,0,1,4,2,1,3,0,43
13.829314445199007,17,4,3,0,0,10.0,35,4.8,3,0,2,4,2,1,2,0,48
13.969116967729818,23,4,3,0,0,10.0,33,4.5,1,2,1,6,2,0,1,0,19
10.923267458246297,18,0,2,0,1,5.0,39,4.7,1,1,2,3,1,1,3,0,21
12.117036432265767,21,4,3,0,1,10.0,31,4.3,0,1,4,3,2,1,1,0,44
1.5525704156530522,8,3,3,0,0,15.0,37,4.5,0,2,1,3,2,2,1,0,26
4.663566689152346,22,4,4,0,1,5.0,37,4.7,1,1,1,3,2,2,0,0,26
1.5294972211336797,11,5,3,1,1,5.0,33,5.0,1,1,3,3,2,1,2,0,31
8.007499665635176,23,0,3,0,0,15.0,24,4.6,1,2,1,6,1,2,2,0,19
11.916757259074872,19,2,3,0,1,5.0,33,4.5,0,1,4,1,2,2,3,0,18
10.486117701549048,18,2,2,0,1,15.0,39,4.7,1,2,2,4,2,1,2,0,38
13.583078662316938,18,1,3,0,1,10.0,37,4.6,1,1,2,2,2,1,3,0,32
7.6831914051315415,22,0,3,0,1,5.0,25,4.9,1,2,1,5,2,2,2,0,17
9.193093962702367,19,3,3,0,1,5.0,28,4.8,1,1,2,4,1,2,0,0,11
6.2178836475587875,13,2,3,0,1,10.0,38,4.7,1,2,3,3,2,1,0,0,31
10.427235657896192,19,5,3,1,1,10.0,30,4.7,0,0,2,5,2,1,1,0,43
9.3268725291157,17,5,3,1,0,10.0,31,4.6,0,0,2,3,2,1,2,0,25
9.179538450825504,19,1,3,0,1,15.0,25,4.8,1,2,4,2,2,1,3,0,22
10.880651848535361,21,2,3,0,1,5.0,35,4.9,3,0,4,4,2,1,1,0,43
10.565262855251573,19,3,3,0,1,10.0,39,4.7,1,0,4,4,2,1,0,1,42
12.100062421151955,19,6,3,1,1,10.0,38,3.9,0,1,4,6,2,1,2,0,42
4.657159718108008,21,0,3,0,1,10.0,35,4.7,1,1,4,4,2,1,1,0,34
2.9812178551917157,9,1,3,0,0,15.0,29,4.7,1,1,1,5,2,1,3,0,17
4.561265632840908,20,3,3,0,1,5.0,27,4.6,0,1,4,6,2,2,3,0,25
13.989916877276224,21,0,4,0,1,10.0,38,4.3,1,0,4,5,3,1,2,1,54
10.64228895373847,23,2,3,0,0,15.0,36,4.9,0,2,1,3,2,1,0,0,21
6.1474046526362285,15,4,4,0,0,10.0,26,4.0,1,1,3,2,2,1,0,0,34
13.428477357470477,19,5,2,1,1,5.0,26,4.1,1,2,4,4,2,1,2,0,36
9.327285157960466,17,1,4,0,0,10.0,36,4.9,0,1,2,1,2,1,1,0,17
1.489792976782923,9,3,3,0,0,10.0,21,4.7,1,0,1,1,2,1,2,0,16
12.418394742110715,20,2,4,0,1,5.0,35,4.7,1,2,4,1,2,0,2,0,27
6.21786068914486,12,3,3,0,1,5.0,20,4.5,1,2,3,4,2,1,2,0,26
13.787803344502166,21,3,3,0,1,15.0,23,4.6,2,0,4,4,2,1,3,1,46
9.080187058762698,19,3,2,0,1,10.0,37,5.0,0,0,4,1,2,1,0,0,29
9.315441635500324,19,2,3,0,1,5.0,26,4.8,1,0,4,5,2,1,3,0,23
12.161417162420864,22,6,3,1,1,15.0,29,5.0,1,1,1,5,1,2,3,0,11
16.6368750388607,17,4,3,0,0,15.0,26,4.9,0,1,2,6,2,1,3,0,28
9.192951167083816,19,4,3,0,1,5.0,29,4.8,1,0,4,2,2,1,2,0,25
3.018226484999582,10,3,3,0,0,15.0,29,4.7,0,2,1,5,2,1,3,0,11
4.395420246829279,18,1,2,0,1,10.0,21,4.9,1,1,2,3,2,2,2,0,26
3.109059104393339,10,0,3,0,0,15.0,22,4.3,1,0,1,6,2,1,2,0,23
11.916582838287255,17,4,3,0,0,15.0,31,4.0,2,1,2,4,2,1,3,0,39
3.1162485097897914,8,6,4,1,0,10.0,20,4.5,0,1,1,4,2,1,3,0,11
12.116950608888649,19,2,4,0,1,15.0,30,3.9,1,2,4,6,2,0,1,0,32
10.868263117988304,17,6,3,1,0,15.0,36,4.8,1,0,2,4,2,1,3,0,43
6.218153086065569,15,5,3,1,0,10.0,24,4.7,1,1,2,4,2,2,0,0,13
1.554424975889943,9,0,3,0,0,10.0,32,4.7,0,2,1,3,2,0,0,0,25
9.313017158715258,18,5,3,1,1,5.0,25,5.0,0,1,2,3,2,1,1,0,27
6.147106622705237,15,0,3,0,0,15.0,27,4.5,1,2,2,3,2,2,1,0,29
10.867300462045637,18,1,3,0,1,15.0,32,4.1,1,0,2,5,2,1,0,0,33
6.2092598820424385,16,3,3,0,0,5.0,23,4.7,1,1,2,4,1,1,1,0,19
20.18085916835192,18,1,3,0,1,5.0,39,4.4,1,0,2,1,2,1,2,0,33
8.007499665635176,19,0,3,0,1,5.0,20,4.8,1,1,4,4,2,1,3,0,28
11.919755989352518,18,4,3,0,1,10.0,20,4.8,0,2,2,3,2,0,1,0,15
4.494291162003691,20,1,2,0,1,15.0,29,4.6,1,1,4,6,2,2,2,0,29
20.851726357533593,22,1,3,0,1,5.0,26,4.9,1,2,1,6,2,2,2,0,18
1.5605734793802433,10,6,2,1,0,5.0,25,5.0,1,1,1,6,2,1,2,0,14
6.210589610313767,16,6,4,1,0,15.0,34,4.7,1,1,2,3,2,1,3,0,30
6.175283575307921,14,6,2,1,1,15.0,31,4.9,0,0,3,1,2,1,3,0,28
8.007499665635176,20,2,3,0,1,5.0,24,4.7,1,0,4,4,2,1,3,0,39
13.830084721845129,19,5,4,1,1,15.0,30,4.9,0,2,2,2,2,1,2,0,30
19.373745834955248,18,6,3,1,1,5.0,36,4.8,1,0,2,5,2,1,0,0,36
20.857115324129346,23,1,3,0,0,15.0,36,4.4,1,0,1,4,2,1,3,0,37
20.85155740266031,19,4,3,0,1,5.0,26,4.7,1,0,4,2,2,1,2,0,43
16.659963190056956,23,6,3,1,0,10.0,30,4.6,1,2,1,1,2,2,0,0,29
8.007499665635176,18,4,2,0,1,15.0,20,4.8,1,2,2,6,2,2,1,0,25
7.76260023979046,18,2,3,0,1,15.0,33,4.7,1,2,2,4,1,0,0,0,15
8.007499665635176,19,2,3,0,1,10.0,30,4.7,0,1,4,5,2,2,3,0,24
13.766855008587,21,5,3,1,1,5.0,34,4.0,2,0,4,3,2,1,3,0,39
12.29367767357356,23,0,4,0,0,10.0,36,4.6,1,0,1,3,2,1,0,0,20
2.984637269285578,11,4,2,0,1,10.0,33,4.6,1,1,1,4,2,1,0,0,15
16.788275862514016,22,4,2,0,1,15.0,22,4.8,1,1,1,5,2,1,1,0,16
1.5320227740635555,11,5,3,1,1,15.0,38,4.7,1,2,1,1,2,2,1,0,19
12.421407858788074,23,2,3,0,0,15.0,27,4.9,0,2,1,4,2,2,1,0,20
10.444776155165613,21,0,2,0,1,10.0,32,4.8,1,2,4,1,2,2,2,0,25
12.42075005031394,19,6,3,1,1,10.0,26,4.8,1,0,4,2,2,1,3,0,43
19.65937352744409,22,4,3,0,1,10.0,29,4.5,0,0,1,3,1,1,1,0,15
12.46418980459395,20,2,4,0,1,15.0,31,4.5,0,0,4,1,1,1,0,0,29
6.146243658393976,12,5,3,1,1,15.0,28,4.6,0,2,3,6,2,1,1,0,14
8.929086888936338,18,4,2,0,1,5.0,21,4.8,1,1,2,1,2,1,0,0,11
7.790362124533636,22,0,3,0,1,5.0,21,4.0,1,0,1,5,2,1,0,0,19
8.007499665635176,23,4,3,0,0,10.0,30,4.9,1,1,1,3,2,1,1,0,29
5.992096714696384,15,4,2,0,0,5.0,29,4.7,1,2,2,2,1,1,0,0,11
1.5297232853102503,11,0,3,0,1,10.0,20,4.8,0,1,3,1,2,1,3,0,14
13.73594217639658,22,2,2,0,1,10.0,28,5.0,0,0,1,3,1,1,3,0,15
10.705559922396493,23,2,3,0,0,10.0,25,4.7,1,0,1,5,2,1,2,0,16
16.85256546542981,19,1,3,0,1,10.0,30,4.7,1,3,1,4,1,1,0,1,43
3.1048037532854202,10,0,3,0,0,5.0,38,4.8,1,1,1,6,2,1,0,0,20
4.610073053799367,22,3,3,0,1,10.0,39,4.9,1,1,1,6,2,1,1,0,26
9.122100805601539,17,6,3,1,0,5.0,26,4.9,0,1,2,3,2,2,3,0,26
10.906036622245397,21,0,3,0,1,15.0,33,4.4,0,1,4,3,1,1,2,0,43
9.088013799330726,18,1,3,0,1,10.0,24,4.6,1,0,2,5,1,1,3,0,25
6.232303380307374,15,0,3,0,0,10.0,24,4.9,1,0,2,4,2,1,0,0,28
13.611566722125016,22,3,3,0,1,15.0,33,4.5,0,2,1,6,2,2,0,0,17
13.611428630407518,19,6,3,1,1,10.0,35,4.2,1,1,4,3,2,1,1,0,44
13.763896210757894,20,2,4,0,1,5.0,27,4.2,1,0,4,6,2,1,0,0,33
7.761350404897176,18,1,3,0,1,5.0,30,4.7,1,1,2,2,1,2,3,0,19
4.657591594951663,18,6,4,1,1,5.0,29,4.5,0,0,2,1,2,1,3,0,15
19.343487217443105,23,5,2,1,0,10.0,34,4.7,1,1,1,4,2,2,0,0,27
2.9845125598688216,11,4,2,0,1,15.0,20,4.7,1,2,3,2,2,2,2,0,25
6.058876303739538,13,1,4,0,1,5.0,29,4.8,1,1,3,1,2,1,1,0,18
9.08808409216373,18,1,4,0,1,5.0,22,4.9,0,2,2,6,2,2,3,0,21
10.417065790358764,21,4,2,0,1,15.0,35,4.9,2,0,4,2,2,1,0,0,53
17.16483390268399,21,5,2,1,1,10.0,32,4.4,3,0,4,5,2,1,1,0,42
16.113872411826254,21,0,2,0,1,15.0,28,4.9,1,2,4,1,2,1,3,0,20
20.253686339517657,22,2,3,0,1,10.0,30,4.7,0,1,1,4,2,2,2,0,29
17.076258901182708,20,0,4,0,1,10.0,22,4.7,0,2,4,6,1,2,3,0,15
7.790362124533636,18,2,3,0,1,15.0,36,4.7,1,0,2,4,2,1,0,0,30
19.76218981785956,20,5,3,1,1,5.0,23,4.8,1,0,4,3,2,1,3,0,28
3.0250598092769923,10,4,4,0,0,5.0,22,4.8,1,2,1,6,2,1,1,0,19
19.83956144193532,22,4,2,0,1,10.0,29,4.5,1,2,1,5,2,1,2,0,15
17.075594401072465,21,2,3,0,1,15.0,34,4.9,3,0,4,5,1,1,0,1,50
1.5527001159062177,11,5,3,1,1,5.0,38,4.1,1,0,3,6,2,1,0,1,41
8.007499665635176,17,6,3,1,0,10.0,35,5.0,1,0,2,4,2,1,3,0,37
8.007499665635176,21,5,3,1,1,15.0,38,4.7,1,2,4,2,2,2,1,0,28
10.280572823486368,18,2,2,0,1,15.0,32,4.3,2,1,2,2,2,2,2,0,35
10.867300462045637,20,2,3,0,1,10.0,20,4.5,1,2,4,3,2,1,0,0,27
12.41768756419937,21,2,3,0,1,5.0,25,4.9,2,0,4,4,2,1,0,0,43
8.937860881830986,22,1,4,0,1,10.0,29,4.5,0,2,1,4,2,2,2,0,12
8.928939271551036,20,6,2,1,1,15.0,32,4.7,1,2,4,5,2,2,2,0,31
8.007499665635176,21,0,2,0,1,5.0,39,4.1,2,1,4,2,2,1,1,0,39
16.660108123692734,21,6,3,1,1,5.0,31,4.4,1,0,4,6,1,1,0,0,47
7.601385733165002,23,4,3,0,0,5.0,37,4.5,1,0,1,4,1,1,0,0,26
13.183763612802506,17,4,2,0,0,15.0,36,4.9,1,2,2,2,2,0,3,0,31
20.856833724898244,20,0,4,0,1,10.0,37,3.8,1,1,4,5,2,1,3,0,42
9.192571532077354,19,5,3,1,1,10.0,30,4.7,0,2,4,6,1,2,2,0,12
6.232373004508207,13,2,3,0,1,10.0,38,4.9,1,2,3,2,2,2,3,0,25
11.904865487130733,22,4,2,0,1,10.0,37,4.4,1,0,4,5,2,1,1,0,39
13.682164847733418,23,6,3,1,0,10.0,21,4.9,1,2,1,4,2,2,0,0,21
4.469362226704669,18,5,3,1,1,5.0,35,4.9,0,2,2,4,2,0,2,0,18
13.406355455305173,20,1,3,0,1,15.0,22,4.8,1,1,4,5,1,2,3,0,22
3.0736440277233705,8,1,3,0,0,15.0,28,4.8,1,0,1,4,2,1,0,0,23
20.2065815105083,17,4,3,0,0,10.0,39,4.0,0,0,2,6,2,1,1,0,48
12.419724873245672,22,3,3,0,1,15.0,29,4.5,0,1,1,3,1,2,3,0,13
3.10480371051839,11,2,3,0,1,10.0,39,4.6,1,2,3,5,2,1,1,0,32
20.206316416481208,21,6,3,1,1,5.0,25,4.9,0,2,4,5,1,0,3,0,16
4.674151774555243,17,5,3,1,0,5.0,34,5.0,0,2,2,2,1,0,3,0,19
3.1053699758611257,9,5,3,1,0,5.0,22,4.8,1,1,1,1,2,1,1,0,18
10.44439086222839,20,2,2,0,1,10.0,27,5.0,1,0,4,3,2,1,0,0,27
10.710903359654141,17,5,3,1,0,10.0,28,4.5,1,0,2,1,1,1,1,0,25
4.674393132741266,18,1,3,0,1,15.0,32,5.0,1,2,2,6,2,2,1,0,31
16.60127679034639,19,0,4,0,1,10.0,30,4.7,1,2,4,4,2,2,1,0,39
